author,content,date,image,image_content,tag,title,url
Redacción,,"Lunes, 29 de Marzo de 2021",https://noticiasdelaciencia.com/upload/images/03_2021/4729_dos-clases-de-celulas-solares-combinadas-en-una.jpg,"La eficiencia de las células solares puede aumentarse combinando dos materiales que absorben la luz. Estos dispositivos, con dos caras activas, obtienen energía tanto de la luz solar directa como de la reflejada por otras superficies. (Imagen: © 2021 KAUST; Anastasia Serin)",Energía solar,Dos clases de células solares combinadas en una,https://noticiasdelaciencia.com/art/41387/dos-clases-de-celulas-solares-combinadas-en-una
Redacción,,"Miércoles, 07 de Abril de 2021",https://noticiasdelaciencia.com/upload/images/04_2021/6927_avances-en-sistemas-fotovoltaicos-rurales.jpg,Sistema de riego fotovoltaico de MASLOWATEN para 215 hectáreas de olivar en Portugal. (Foto: IES),Energía solar,Avances en sistemas fotovoltaicos rurales,https://noticiasdelaciencia.com/art/41446/avances-en-sistemas-fotovoltaicos-rurales
Redacción,,"Miércoles, 05 de Mayo de 2021",https://noticiasdelaciencia.com/upload/images/05_2021/2895_nuevo-diseno-para-lograr-celulas-solares-de-silicio.jpg,"Cuatro de las nuevas células solares, en una versión cuyo tamaño es idóneo para realizar pruebas en el laboratorio. (Foto: Forschungszentrum Jülich)",Energía solar,Nuevo diseño para lograr células solares de silicio con una eficiencia superior al 26 por ciento,https://noticiasdelaciencia.com/art/41669/nuevo-diseno-para-lograr-celulas-solares-de-silicio-con-una-eficiencia-superior-al-26-por-ciento
Redacción,,"Jueves, 29 de Abril de 2021",https://noticiasdelaciencia.com/upload/images/04_2021/7191_viendo-el-interior-de-las-neuronas.jpg,Investigadores de CONICET trabajan para poder observar y analizar cada vez con mejor detalle el interior de las neuronas. (Fotos: gentileza de los investigadores),Neurología,Viendo el interior de las neuronas,https://noticiasdelaciencia.com/art/41630/viendo-el-interior-de-las-neuronas
Redacción,,"Miércoles, 28 de Abril de 2021",https://noticiasdelaciencia.com/upload/images/04_2021/9517_caldera-solar.jpg,,Energía solar,¿Qué es una caldera solar y cuáles son sus funciones?,https://noticiasdelaciencia.com/art/41611/que-es-una-caldera-solar-y-cuales-son-sus-funciones
Redacción,,"Viernes, 30 de Abril de 2021",https://noticiasdelaciencia.com/upload/images/04_2021/3594_ciencia-en-imagenes-un-sapo-de-menos-de-2-centimetros.jpg,"Una especie de sapo hasta ahora desconocida ha sido identificada en Brasil y estudiada por unos científicos de la Universidad Estatal Paulista (UNESP) de Brasil. El tamaño corporal de los adultos de esta especie, a la que se le ha dado el nombre de Brachycephalus rotenbergae, no llega a los 2 centímetros. Esto resulta muy llamativo, como también el chillón color anaranjado que ostenta el animal. Sin embargo, aunque por su tamaño pueda parecernos un animalito indefenso, resulta que es venenoso. ,(Fuente: ,),(Foto: Nunes et al, 2021, PLOS ONE. ,)",Ciencia en imágenes,Un sapo de menos de 2 centímetros pero peligroso,https://noticiasdelaciencia.com/art/41639/un-sapo-de-menos-de-2-centimetros-pero-peligroso
Redacción,,"Jueves, 29 de Abril de 2021",https://noticiasdelaciencia.com/upload/images/04_2021/743_la-inesperadamente-caotica-formacion-de-algunas-estrellas.jpg,"Imagen captada por ALMA de la caótica escena alrededor de una enorme protoestrella joven, en este caso llamada W51e2e. El gris muestra polvo cerca de la estrella, mientras que el rojo y el azul indican material en los chorros que se mueven rápidamente hacia afuera de la estrella. El rojo muestra material alejándose de la Tierra. El azul muestra material moviéndose hacia la Tierra. (Imagen: Goddi, Ginsburg, et al., Sophia Dagnello, NRAO / AUI / NSF)",Astrofísica,La inesperadamente caótica formación de algunas estrellas,https://noticiasdelaciencia.com/art/41628/la-inesperadamente-caotica-formacion-de-algunas-estrellas
Redacción,,"Viernes, 30 de Abril de 2021",https://noticiasdelaciencia.com/upload/images/04_2021/9859_ordenan-27-millones-de-galaxias-segun-su-forma.jpg,"Fotos originales (paneles del extremo izquierdo) de una galaxia espiral (arriba) y una galaxia elíptica (abajo) y sus versiones degradadas, utilizadas para entrenar la red neuronal. (Imágenes: J. Vega-Ferrero et al.)",Astronomía,Ordenan 27 millones de galaxias según su forma,https://noticiasdelaciencia.com/art/41641/ordenan-27-millones-de-galaxias-segun-su-forma
Redacción,,"Viernes, 30 de Abril de 2021",https://noticiasdelaciencia.com/upload/images/04_2021/3857_nuevo-telescopio-para-buscar-asteroides-peligrosos.jpg,"El telescopio TBT2 y otros, en el Observatorio de La Silla, del Observatorio Europeo Austral (ESO). (Foto: F. Ocaña / J. Isabel / Quasar SR)",Astronomía,Nuevo telescopio para buscar asteroides peligrosos,https://noticiasdelaciencia.com/art/41645/nuevo-telescopio-para-buscar-asteroides-peligrosos
Redacción,,"Lunes, 03 de Mayo de 2021",https://noticiasdelaciencia.com/upload/images/05_2021/2351_los-secretos-del-contacto-ocular-entre-el-ser-humano-y-el-perro.jpg,Ejemplo de contacto ocular entre un perro y su dueña. (Foto: Tamas Farago),Conducta animal,Los secretos del contacto ocular entre el ser humano y el perro,https://noticiasdelaciencia.com/art/41650/los-secretos-del-contacto-ocular-entre-el-ser-humano-y-el-perro
Redacción,,"Miércoles, 05 de Mayo de 2021",https://noticiasdelaciencia.com/upload/images/05_2021/1650_lo-que-revelan-los-meteoritos-sobre-las-atmosferas-primigenias.jpg,Ahora está más claro que las atmósferas iniciales de los planetas rocosos se forman principalmente a partir de los gases liberados de la superficie del planeta como resultado del intenso calentamiento durante la acumulación y cohesión de sus bloques constituyentes y de la posterior actividad volcánica al principio del desarrollo del planeta. (Ilustración: Dan Durda / Southwest Research Institute),Astronomía,Lo que revelan los meteoritos sobre las atmósferas primigenias,https://noticiasdelaciencia.com/art/41666/lo-que-revelan-los-meteoritos-sobre-las-atmosferas-primigenias
Redacción,,"Jueves, 29 de Abril de 2021",https://noticiasdelaciencia.com/upload/images/04_2021/1952_dimorfismo-sexual-en-elasmosauridos.jpg,Las hembras medían aproximadamente un 10 por ciento más que los machos. (Ilustración: Jorge A. González),Paleontología,Dimorfismo sexual en elasmosáuridos,https://noticiasdelaciencia.com/art/41629/dimorfismo-sexual-en-elasmosauridos
Redacción,,"Viernes, 30 de Abril de 2021",https://noticiasdelaciencia.com/upload/images/04_2021/2901_michael-collins-el-hombre-que-experimento-la-soledad.jpg,Michael Collins. (Foto: NASA),Astronáutica,"Michael Collins, “el hombre que experimentó la soledad más intensa”",https://noticiasdelaciencia.com/art/41637/michael-collins-el-hombre-que-experimento-la-soledad-mas-intensa
Redacción,,"Viernes, 30 de Abril de 2021",https://noticiasdelaciencia.com/upload/images/04_2021/4063_las-imagenes-por-satelite-esenciales-para.jpg,Recreación artística del Sentinel-2. (Imagen: ESA / ATG medialab),Geografía,"Las imágenes por satélite, esenciales para el funcionamiento de Google Earth",https://noticiasdelaciencia.com/art/41640/las-imagenes-por-satelite-esenciales-para-el-funcionamiento-de-google-earth
Redacción,,"Lunes, 03 de Mayo de 2021",https://noticiasdelaciencia.com/upload/images/05_2021/2563_tocar-superficies-humedas-el-gran-reto-para-los-robots.jpg,Los nuevos conocimientos sobre el papel de la lubricación elastohidrodinámica en la fricción permitirán introducir avances tecnológicos sustanciales en muchos campos de la robótica. (Imagen: Lilian Hsiao),Robótica,"Tocar superficies húmedas, el gran reto para los robots",https://noticiasdelaciencia.com/art/41646/tocar-superficies-humedas-el-gran-reto-para-los-robots
Redacción,,"Viernes, 30 de Abril de 2021",https://noticiasdelaciencia.com/upload/images/04_2021/5149_un-vegetal-que-se-beneficia-del-trafico-en-las-autopistas.jpg,"La Ambrosia artemisiifolia se ha convertido en una planta invasora muy problemática en varios países europeos. (Foto: Uwe Starfinger. ,)",Botánica,Un vegetal que se beneficia del tráfico en las autopistas,https://noticiasdelaciencia.com/art/41634/un-vegetal-que-se-beneficia-del-trafico-en-las-autopistas
Redacción,,"Viernes, 30 de Abril de 2021",https://noticiasdelaciencia.com/upload/images/04_2021/6946_canis-orcensis-especie-de-lobo-extinta.jpg,Reconstrucción del aspecto que muy probablemente tenía en vida el Lobito de Orce. (Imagen: A. Monclova),Paleontología,"Canis orcensis, especie de lobo extinta y hasta ahora desconocida",https://noticiasdelaciencia.com/art/41642/canis-orcensis-especie-de-lobo-extinta-y-hasta-ahora-desconocida
Redacción,,"Lunes, 03 de Mayo de 2021",https://noticiasdelaciencia.com/upload/images/05_2021/6891_taladros-naturales-en-las-plantas.jpg,Seguimiento de núcleos unicelulares del meristemo de la raíz y zonas de elongación. (Imagen: Tel Aviv University),Botánica,¿Taladros naturales en las plantas?,https://noticiasdelaciencia.com/art/41648/taladros-naturales-en-las-plantas
Redacción,,"Miércoles, 05 de Mayo de 2021",https://noticiasdelaciencia.com/upload/images/05_2021/5445_el-enorme-felino-con-dientes-de-sable.jpg,"Imagen del hueso del húmero desenterrado en el centro-norte de Oregón, que ahora se expone en el Museo de Historia Natural y Cultural de la Universidad de Oregón. (Foto: John Orcutt)",Paleontología,El enorme felino con dientes de sable que asoló América del Norte,https://noticiasdelaciencia.com/art/41668/el-enorme-felino-con-dientes-de-sable-que-asolo-america-del-norte
Redacción,,"Viernes, 19 de Febrero de 2021",https://noticiasdelaciencia.com/upload/images/02_2021/8835_el-suicidio-y-las-adolescentes-que-pasan-mucho-tiempo-en-las-redes.jpg,Una adolescente usando una red social de internet en un teléfono móvil. (Foto: Madeline Mortensen),Psicología,El suicidio y las adolescentes que pasan mucho tiempo en las redes sociales de internet,https://noticiasdelaciencia.com/art/41097/el-suicidio-y-las-adolescentes-que-pasan-mucho-tiempo-en-las-redes-sociales-de-internet
Redacción,,"Miércoles, 24 de Febrero de 2021",https://noticiasdelaciencia.com/upload/images/02_2021/9948_manzanas-para-reforzar-el-cerebro.jpg,"Las células precursoras del hipocampo se diferencian en neuronas cuando son tratadas con ácido dihidroxibenzoico, un compuesto presente en las manzanas. (Foto: German Center for Neurodegenerative Diseases, Dresden, Germany)",Neurología,Manzanas para reforzar el cerebro,https://noticiasdelaciencia.com/art/41135/manzanas-para-reforzar-el-cerebro
Redacción,,"Jueves, 04 de Marzo de 2021",https://noticiasdelaciencia.com/upload/images/03_2021/544_videojuegos-pubertad-y-riesgo-de-depresion.jpg,"Los resultados del estudio indican que los chicos que juegan regularmente a los videojuegos a los 11 años, son menos propensos a desarrollar síntomas depresivos tres años después. (Imagen: Amazings / NCYT)",Psicología,"Videojuegos, pubertad y riesgo de depresión",https://noticiasdelaciencia.com/art/41196/videojuegos-pubertad-y-riesgo-de-depresion
Redacción,,"Lunes, 01 de Marzo de 2021",https://noticiasdelaciencia.com/upload/images/03_2021/336_la-apariencia-de-un-robot-afecta-a-como-juzgamos-la-etica-de-sus-actos.jpg,"Ejemplo de robot con una apariencia “tradicional”, solo someramente humanoide, el Robonaut 2 de la NASA. (Foto: NASA)",Psicología,¿La apariencia de un robot afecta a cómo juzgamos la ética de sus actos?,https://noticiasdelaciencia.com/art/41167/la-apariencia-de-un-robot-afecta-a-como-juzgamos-la-etica-de-sus-actos
Redacción,,"Viernes, 05 de Marzo de 2021",https://noticiasdelaciencia.com/upload/images/03_2021/5395_inteligencia-artificial-y-realidad-virtual-para-mejorar-el-aprendizaje.jpg,"De izquierda a derecha: María Dolores Redel, Sara Pinzi y Pilar Aparicio, las investigadoras de la UCO que trabajarán en el proyecto internacional VRAILEXIA. (Foto: UCO)",Psicología,Inteligencia artificial y realidad virtual para mejorar el aprendizaje de estudiantes con dislexia,https://noticiasdelaciencia.com/art/41216/inteligencia-artificial-y-realidad-virtual-para-mejorar-el-aprendizaje-de-estudiantes-con-dislexia
Redacción,,"Jueves, 11 de Marzo de 2021",https://noticiasdelaciencia.com/upload/images/03_2021/9372_hombre-o-mujer-y-adiccion-al-juego-con-apuestas.jpg,Las dos nuevas investigaciones indican que el hombre y la mujer presentan perfiles diferentes en los trastornos que les llevan a una adicción a juegos que implican apostar dinero. (Imagen: Amazings / NCYT),Psicología,Hombre o mujer y adicción al juego con apuestas,https://noticiasdelaciencia.com/art/41251/hombre-o-mujer-y-adiccion-al-juego-con-apuestas
Redacción,,"Martes, 30 de Marzo de 2021",https://noticiasdelaciencia.com/upload/images/03_2021/3197_cuando-un-androide-mira-a-los-ojos-a-un-humano.jpg,"Dos participantes del estudio juegan a un juego de palabras dirigido por un robot virtual, que utiliza su mirada para incitar al jugador menos hábil a intervenir. (Foto: Sarah Gillet)",Psicología,Cuando un androide mira a los ojos a un humano,https://noticiasdelaciencia.com/art/41407/cuando-un-androide-mira-a-los-ojos-a-un-humano
Redacción,,"Viernes, 09 de Abril de 2021",https://noticiasdelaciencia.com/upload/images/04_2021/9296_asocian-factores-psicologicos-con-las-complicaciones-del-embarazo.jpg,Relaciones encontradas en los modelos logísticos entre las complicaciones materno-fetales y las variables psicológicas y biológicas. (Imagen: UAM),Psicología,Asocian factores psicológicos con las complicaciones del embarazo,https://noticiasdelaciencia.com/art/41463/asocian-factores-psicologicos-con-las-complicaciones-del-embarazo
Redacción,,"Jueves, 15 de Abril de 2021",https://noticiasdelaciencia.com/upload/images/04_2021/4605_el-mecanismo-cerebral-del-placer-de-la-musica.jpg,"En la nueva investigación se ha buscado una respuesta para la pregunta de ¿por qué, desde el punto de vista exclusivamente cerebral, a la mayoría de los humanos nos proporciona tanto placer escuchar nuestra música favorita? (Imagen: Amazings / NCYT)",Neuropsicología,El mecanismo cerebral del placer de la música,https://noticiasdelaciencia.com/art/41510/el-mecanismo-cerebral-del-placer-de-la-musica
Redacción,,"Martes, 20 de Abril de 2021",https://noticiasdelaciencia.com/upload/images/04_2021/9242_consecuencias-psicologicas-del-confinamiento.jpg,"Tomando las medidas de seguridad que las autoridades indiquen en cada momento, es factible hacer ejercicio físico para mantenerse en forma. (Foto: Cynthia Griggs)",Psicología,Consecuencias psicológicas del confinamiento por la COVID en deportistas,https://noticiasdelaciencia.com/art/41550/consecuencias-psicologicas-del-confinamiento-por-la-covid-en-deportistas
Redacción,,"Jueves, 11 de Marzo de 2021",https://noticiasdelaciencia.com/upload/images/03_2021/83_las-parejas-resultantes-de-las-aplicaciones-de-citas.jpg,"La investigación se ha centrado en dilucidar si las parejas resultantes de las aplicaciones de citas son menos sólidas y duraderas que las tradicionales, igual o más. (Imagen: Amazings / NCYT)",Sociología,Las parejas resultantes de las aplicaciones de citas ¿son menos duraderas que las tradicionales?,https://noticiasdelaciencia.com/art/41257/las-parejas-resultantes-de-las-aplicaciones-de-citas-son-menos-duraderas-que-las-tradicionales
Redacción,,"Miércoles, 24 de Febrero de 2021",https://noticiasdelaciencia.com/upload/images/02_2021/3556_identidad-vasca-empoderamiento-colectivo.jpg,Jon Zabala. (Foto: UPV/EHU),Sociología,"Identidad vasca, empoderamiento colectivo y nivel de bienestar psicológico",https://noticiasdelaciencia.com/art/41130/identidad-vasca-empoderamiento-colectivo-y-nivel-de-bienestar-psicologico
Redacción,,"Viernes, 30 de Abril de 2021",https://noticiasdelaciencia.com/upload/images/04_2021/3655_rasgos-del-mapa-cerebral-que-definen-al-psicopata-violento.jpg,"Los rasgos cerebrales que en un psicópata violento difieren de los del resto de gente. Las tres imágenes del cerebro muestran, en tonos amarillentos y rojizos, las regiones cerebrales que en los psicópatas tienen una densidad menor de lo normal. La de la izquierda muestra la anomalía de la corteza cingulada. La del centro, las anomalías de la ínsula y la corteza frontal. La de la derecha, la anomalía en la amígdala. La barra muestra una gradación de amarillo y rojo que indica cuán diferente es la zona cerebral del psicópata con respecto a la misma zona en una persona sana. Abarca desde el rojo muy oscuro (ninguna diferencia significativa) hasta el amarillo muy claro (diferencia máxima). (Imágenes: Lauri Nummenmaa)",Neurología,Rasgos del mapa cerebral que definen al psicópata violento,https://noticiasdelaciencia.com/art/41636/rasgos-del-mapa-cerebral-que-definen-al-psicopata-violento
Redacción,,"Viernes, 26 de Febrero de 2021",https://noticiasdelaciencia.com/upload/images/02_2021/23_la-firma-psicologica-que-define-la-mentalidad-de-las-personas-extremistas.jpg,"La mayoría de las personas radicalizadas, que apoyan la violencia como medio de imponer su ideología, tienen una ""firma psicológica"" común. (Imagen: Amazings / NCYT)",Psicología,La firma psicológica que define la mentalidad de las personas extremistas,https://noticiasdelaciencia.com/art/41161/la-firma-psicologica-que-define-la-mentalidad-de-las-personas-extremistas
Redacción,,"Viernes, 05 de Marzo de 2021",https://noticiasdelaciencia.com/upload/images/03_2021/4470_dialogar-con-una-persona-mientras-esta-dormida-sonando.jpg,Karen Konkoly observando en el laboratorio señales cerebrales de un sujeto de estudio dormido. (Foto: K. Konkoly),Psicología,Dialogar con una persona mientras está dormida soñando,https://noticiasdelaciencia.com/art/41209/dialogar-con-una-persona-mientras-esta-dormida-sonando
Redacción,,"Martes, 09 de Marzo de 2021",https://noticiasdelaciencia.com/upload/images/03_2021/6707_profesion-y-riesgo-de-beber-alcohol-en-exceso.jpg,"Según los resultados del nuevo estudio, trabajar en ciertas profesiones parece estar asociado con una mayor probabilidad de beber más alcohol de lo debido. (Foto: CDC / Debora Cartagena)",Psicología,Profesión y riesgo de beber alcohol en exceso,https://noticiasdelaciencia.com/art/41234/profesion-y-riesgo-de-beber-alcohol-en-exceso
Redacción,,"Jueves, 11 de Marzo de 2021",https://noticiasdelaciencia.com/upload/images/03_2021/8212_las-deformaciones-en-las-neuronas-de-personas-con-esquizofrenia.jpg,"Estas imágenes en 3D de neuronas del cerebro de un paciente con esquizofrenia muestran neuritas deformadas, con ondulaciones anómalas, lo que sugiere que la enfermedad puede estar relacionada con la forma de las neuronas. Las imágenes de rayos X se tomaron en la APS del Laboratorio Nacional estadounidense de Argonne. (Imágenes: Ryuta Mizutani)",Neurología,Las deformaciones en las neuronas de personas con esquizofrenia,https://noticiasdelaciencia.com/art/41256/las-deformaciones-en-las-neuronas-de-personas-con-esquizofrenia
Redacción,,"Jueves, 25 de Marzo de 2021",https://noticiasdelaciencia.com/upload/images/03_2021/4463_a-menos-ejercicio-fisico-mayor-tendencia-a-la-depresion.jpg,El descenso de actividad física experimentado por bastante gente a raíz de la pandemia ha influido en su tendencia a la depresión. (Foto: Pheelings Media),Psicología,"¿A menos ejercicio físico, mayor tendencia a la depresión?",https://noticiasdelaciencia.com/art/41366/a-menos-ejercicio-fisico-mayor-tendencia-a-la-depresion
Redacción,,"Martes, 06 de Abril de 2021",https://noticiasdelaciencia.com/upload/images/04_2021/2389_interactuar-con-robots-en-el-consultorio-medico.jpg,"Los pacientes fueron entrevistados sobre sus síntomas a través de una conexión de vídeo, utilizando un iPad transportado por un robot cuadrúpedo, similar a un perro, desarrollado por Boston Dynamics. (Imagen: cortesía de los investigadores / MIT / BWH. ,)",Psicología,Interactuar con robots en el consultorio médico,https://noticiasdelaciencia.com/art/41429/interactuar-con-robots-en-el-consultorio-medico
Redacción,,"Miércoles, 03 de Marzo de 2021",https://noticiasdelaciencia.com/upload/images/03_2021/391_la-maquinaria-cerebral-de-la-automotivacion-al-descubierto.jpg,"El cerebro humano con sus principales subsistemas. El hipocampo, el objeto del presente estudio, es la estructura alargada en primer plano que se muestra en amarillo. (Imagen: SPECS / IBEC)",Neuropsicología,"La maquinaria cerebral de la automotivación, al descubierto",https://noticiasdelaciencia.com/art/41192/la-maquinaria-cerebral-de-la-automotivacion-al-descubierto
Redacción,,"Viernes, 16 de Abril de 2021",https://noticiasdelaciencia.com/upload/images/04_2021/7625_habitos-alimentarios-de-los-menores-de-edad-y-tiempo.jpg,Los expertos advierten que la cantidad de tiempo que los niños pasan mirando las pantallas de teléfonos móviles y otros dispositivos influye en sus hábitos alimentarios. (Foto: UMA),Psicología,Hábitos alimentarios de los menores de edad y tiempo que pasan frente a pantallas,https://noticiasdelaciencia.com/art/41526/habitos-alimentarios-de-los-menores-de-edad-y-tiempo-que-pasan-frente-a-pantallas
Redacción,,"Miércoles, 14 de Abril de 2021",https://noticiasdelaciencia.com/upload/images/04_2021/525_diferencias-entre-el-cerebro-de-la-mujer-y-el-del-hombre.jpg,"En el nuevo análisis de resultados de investigaciones, estos han sido comparados entre sí en busca de pautas consistentes. (Imagen: Amazings / NCYT)",Neurología,Diferencias entre el cerebro de la mujer y el del hombre,https://noticiasdelaciencia.com/art/41495/diferencias-entre-el-cerebro-de-la-mujer-y-el-del-hombre
Redacción,,"Martes, 27 de Abril de 2021",https://noticiasdelaciencia.com/upload/images/04_2021/6353_puede-realmente-el-cerebro-del-recien-nacido.jpg,El nuevo estudio muestra que los recién nacidos no distinguen completamente distintos sonidos vocálicos. (Foto: Teresa Ribas-Prats),Neurología,¿Puede realmente el cerebro del recién nacido discriminar todos los sonidos del habla?,https://noticiasdelaciencia.com/art/41607/puede-realmente-el-cerebro-del-recien-nacido-discriminar-todos-los-sonidos-del-habla
Redacción,,"Miércoles, 21 de Abril de 2021",,,Educación,"Los niños aprenden más rápido los idiomas extranjeros, ¿mito o realidad?",https://noticiasdelaciencia.com/art/41557/los-ninos-aprenden-mas-rapido-los-idiomas-extranjeros-mito-o-realidad
Redacción,,"Viernes, 30 de Abril de 2021",https://noticiasdelaciencia.com/upload/images/04_2021/4447_no-pensar-en-nada-para-luego-poder-concentrarse-mejor.jpg,Alfonso Barrós-Loscertales. (Foto: Damián Llorens / UJI),Psicología,No pensar en nada para luego poder concentrarse mejor,https://noticiasdelaciencia.com/art/41643/no-pensar-en-nada-para-luego-poder-concentrarse-mejor
Redacción,,"Lunes, 05 de Abril de 2021",https://noticiasdelaciencia.com/upload/images/04_2021/2934_dispersion-de-larvas-de-peces-en-el-mediterraneo-occidental.jpg,"El estudio ayudará a determinar áreas marinas protegidas que deben garantizar la conectividad para las poblaciones de peces de cada área. (Foto: Enrique Ballesteros, CEAB-CSIC)",Ecología,Dispersión de larvas de peces en el Mediterráneo occidental,https://noticiasdelaciencia.com/art/41425/dispersion-de-larvas-de-peces-en-el-mediterraneo-occidental
Redacción,,"Miércoles, 07 de Abril de 2021",https://noticiasdelaciencia.com/upload/images/04_2021/7577_el-artico-blanco-y-el-artico-verde.jpg,Sarah Crump y un colaborador a bordo de una barca navegando por un lago en la isla de Baffin. (Foto: Zach Montes / Orijin Media),Climatología,El Ártico blanco y el Ártico verde,https://noticiasdelaciencia.com/art/41438/el-artico-blanco-y-el-artico-verde
Redacción,,"Lunes, 12 de Abril de 2021",https://noticiasdelaciencia.com/upload/images/04_2021/1697_el-cambio-climatico-global-puede-desestabilizar-el-almacenamiento.jpg,"El nuevo estudio demuestra que el cambio climático global puede desestabilizar el almacenamiento mundial de carbono del suelo. En la imagen, el río Narayani en el Himalaya. Se trata de un afluente del río Ganges, investigado en el estudio. (Foto: © Valier Galy / Woods Hole Oceanographic Institution)",Climatología,¿El cambio climático global puede desestabilizar el almacenamiento de dióxido de carbono en toda clase de suelos?,https://noticiasdelaciencia.com/art/41471/el-cambio-climatico-global-puede-desestabilizar-el-almacenamiento-de-dioxido-de-carbono-en-toda-clase-de-suelos
Redacción,,"Viernes, 16 de Abril de 2021",https://noticiasdelaciencia.com/upload/images/04_2021/5971_pedido-4559.jpg,,Sociedad,La mejor manera de renovar tu casa,https://noticiasdelaciencia.com/art/41515/la-mejor-manera-de-renovar-tu-casa
Redacción,,"Viernes, 16 de Abril de 2021",https://noticiasdelaciencia.com/upload/images/04_2021/8316_contribucion-de-la-perdida-de-masa-de-los-glaciares.jpg,"Resumen gráfico de los mecanismos típicos de pérdida de masa en el frente de un glaciar con terminación en mar no flotante. En el caso de una lengua de glaciar flotante o una plataforma de hielo, también habría fusión submarina bajo la lengua o plataforma. La ablación frontal incluye el desprendimiento de icebergs y la fusión frontal submarina y subaérea. La ablación superficial incluye la fusión en superficie (y la consiguiente escorrentía) y la sublimación. (Imagen: Javier Lapazarán / UPM)",Glaciología,Contribución de la pérdida de masa de los glaciares al aumento del nivel del mar,https://noticiasdelaciencia.com/art/41527/contribucion-de-la-perdida-de-masa-de-los-glaciares-al-aumento-del-nivel-del-mar
Redacción,,"Viernes, 23 de Abril de 2021",https://noticiasdelaciencia.com/upload/images/04_2021/6614_cuando-llueve-por-vez-primera-en-siglos.jpg,(Foto: Carlos González Silva),Ciencia en imágenes,Cuando llueve por vez primera en siglos,https://noticiasdelaciencia.com/art/41579/cuando-llueve-por-vez-primera-en-siglos
Redacción,,"Miércoles, 21 de Abril de 2021",https://noticiasdelaciencia.com/upload/images/04_2021/9381_el-cafe-de-colombia-y-el-cambio-climatico-global.jpg,"Federico Ceballos-Sierra inspeccionando plantas de café en el cafetal de su familia en Colombia. (Foto: College of AC ES, University of Illinois)",Agricultura,El café de Colombia y el cambio climático global,https://noticiasdelaciencia.com/art/41556/el-cafe-de-colombia-y-el-cambio-climatico-global
Redacción,,"Viernes, 30 de Abril de 2021",https://noticiasdelaciencia.com/upload/images/04_2021/4600_gases-de-efecto-invernadero-retenidos-durante-400-000-anos.jpg,"Los investigadores analizaron permafrost de cuevas en lugares del oeste de Canadá y encontraron pruebas de que, hace entre 1,5 millones y 400.000 años, el permafrost era propenso a descongelarse, incluso en las altas latitudes del Ártico, pero que en los últimos 400.000 años se ha mantenido muy estable, reteniendo carbono acumulado. (Foto: cortesía de los investigadores. ,)",Geología,Gases de efecto invernadero retenidos durante 400.000 años en el permafrost,https://noticiasdelaciencia.com/art/41635/gases-de-efecto-invernadero-retenidos-durante-400000-anos-en-el-permafrost
Redacción,,"Lunes, 26 de Abril de 2021",,,Ecología,"Los neceseres im(perfectos) de San Saru, una apuesta doble por la sostenibilidad",https://noticiasdelaciencia.com/art/41590/los-neceseres-imperfectos-de-san-saru-una-apuesta-doble-por-la-sostenibilidad
Redacción,,"Jueves, 25 de Marzo de 2021",https://noticiasdelaciencia.com/upload/images/03_2021/7907_produccion-de-fitoplancton-cambio-climatico-y-ecosistemas.jpg,"Las redes tróficas bentónicas dependen en gran medida de la materia orgánica acumulada en los fondos marinos durante los meses de verano. (Foto: Lluís Cardona / Conxita Àvila, Proyectos Distantcom y Bluebio (UB-IRBio))",Ecología,"Producción de fitoplancton, cambio climático y ecosistemas marinos antárticos",https://noticiasdelaciencia.com/art/41370/produccion-de-fitoplancton-cambio-climatico-y-ecosistemas-marinos-antarticos
Redacción,,"Viernes, 30 de Abril de 2021",https://noticiasdelaciencia.com/upload/images/04_2021/8786_los-pozos-de-agua-subterranea-en-todo-el-mundo.jpg,Un pozo en una región árida. (Foto: UC Santa Barbara),Hidrología,Los pozos de agua subterránea en todo el mundo están en riesgo de secarse,https://noticiasdelaciencia.com/art/41644/los-pozos-de-agua-subterranea-en-todo-el-mundo-estan-en-riesgo-de-secarse
Redacción,,"Lunes, 29 de Marzo de 2021",https://noticiasdelaciencia.com/upload/images/03_2021/1829_los-oceanos-estan-mas-amenazados-que-nunca.jpg,Los arrecifes de coral en las Fidji están amenazados por el calentamiento y el aumento de acidez del agua marina. (Imagen: Coral Reef Image Bank / Jayne Jenk),Climatología,"Los océanos están más amenazados que nunca, advierte la Organización Meteorológica Mundial",https://noticiasdelaciencia.com/art/41393/los-oceanos-estan-mas-amenazados-que-nunca-advierte-la-organizacion-meteorologica-mundial
Redacción,,"Martes, 06 de Abril de 2021",https://noticiasdelaciencia.com/upload/images/04_2021/3548_la-influencia-directa-de-la-temperatura-en-la-eficiencia.jpg,"El aumento de las temperaturas asociado al cambio climático global afecta a la capacidad de las plantas para mantener su integridad estructural, absorber dióxido de carbono, retener agua y crecer y reproducirse. (Imagen: Julie McMahon)",Ecología,La influencia directa de la temperatura en la eficiencia de la fotosíntesis,https://noticiasdelaciencia.com/art/41433/la-influencia-directa-de-la-temperatura-en-la-eficiencia-de-la-fotosintesis
